;text;sentFator
513;S&amp,P rebaixa rating do Brasil de BBB para BBB14 #ibov #petr4 #petrobras;Negativo
515;Ativo c/ vol Financeiro Superior à sua MM21-16h: QGEP3 SLCE3 SMTO3 SSBR3 SUZB5 TCSA3 TECN3 VIVT4 VLID3;Neutro
516;@Eletrobras @eletrobras_ame @EletrobrasPI Análise dos fundamentos de #Eletrobrás #ELET3 #ELET5 #ELET6) até DEZ/2013   http://t.co/YMNKYqSX8I;Neutro
517;Ativo c/ vol Financeiro Superior à sua MM21-16h: ISEE JHSF3 KNRI11 LEVE3 LIGT3 LLIS3 MPLU3 MRFG3 MULT3 ODPV3 OIBR3 OIBR4 PIBB11 POMO4 PTBL3;Neutro
518;SBSP3 com um belo sinal de entrada de uma WW #volume http://t.co/ONawWUOwE3;Positivo
520;"E crime de lesa pátria foi ter vendido a Vale?

A PETROBRAS (PETR4) teria assinado pelo menos R$ 90 bilhões em... http://t.co/rbW28NIl6v";Negativo
521;Ações ex-juros hoje: ODPV3, PETR3 e PETR4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug;Positivo
524;'Nunca es tarde para volver a empezar'.;Neutro
528;VALE5 vai para o quarto pregão seguido de alta. Mas ainda tá muito fraca… raquítica mesmo.;Negativo
529;PETR4, me sentiria muito mais confortável se o gap não fosse tão grande, mas agora que já fez uma correção no intraday, venda de novo!;Neutro
532;#ELPL4 Suportes e resistências http://t.co/SgJSBiJ2TS;Neutro
535;seu perfil foi visto por 6 pessoas nas últimas 2 horas http://t.co/uivLxxo16M;Neutro
542;@moisesbaiochi @valor_economico E aí, que tem ações da #PETR4 tá se dando bem! E ponto final! PERIOD! Abraço.;Positivo
546;#petr4 RT @alberto_fraga: Dilma abre rombo de U$ 100 bilhões na Petrobras e Eletrobras -  http://t.co/VoCNR0FXwU;Negativo
549;Rastreamento ações-Gráfico diário-16h. Analise se romper:ELET3 7,70 ELET6 11,93 ELPL4 9,33 ENBR3 10,62 GETI3 15,78 GETI4 18,38 IBOV 52295,98;Neutro
554;Hoje é o dia da verdade para a PETR4. Ao longo do dia informarei se ela vai repicar ou despencar de vez.;Neutro
556;@ferrisss JBSS3 - Ta caro manter a dívida -0.8B para 1.2B de EBTDA. Se baixar o endividamento fica graça e a ML explodiria! Conseguem?;Negativo
558;#Vale5 (mensagem: 951284)  http://t.co/Mmx6s9Vd7i;Neutro
559;#PETR4 voltando pra LTB;Neutro
562;#CCRO3 - CCR prevê pico de endividamento em 2015, mas mantém dividendos - http://t.co/T0JOv8pKrm;Positivo
566;Rastreamento ações-Gráfico diário-11h. Analise se romper:  BRFS3 50,33 CYRE3 13,57 VIVT4 46,39;Neutro
568;$SBSP3 - Sabesp: Vai faltar água na Copa? [Newsletter ADVFN] http://t.co/LJDWaG24y2;Negativo
571;Agora é oficial... Ministério da Fazenda publicou portaria que aumenta a tributação de bebidas frias. #ABEV3;Neutro
572;A última indicação da #KROT3 resultou em -1.07 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
573;Boa tarde! Acompanhe nossa análise da PETR4 em https://t.co/DxZYot1LSC Clubefinanceiro, risco levado a sério.;Positivo
574;Análises técnicas para IBOV, S&amp,P500, PETR4, VALE5, ABEV3, VIVT4, CMIG4, NATU3, ITUB4, PDGR3 e GGBR4!  http://t.co/8N3CGt0WUa;Neutro
578;@Smarttrade10 Qual foi o aumento do BTC de CSNA3, após o comunicado do Benjamin Steinbruch ?;Neutro
580;Análises #Ichimoku: #PETR4, #BBAS3, #GGBR4 e #ENBR3. Guia de Ações, pregão de quinta-feira, 17 de abril. http://t.co/HoOXqNPi1e;Neutro
584;ELPL4 comprar a R$ 7.85 indicado em 18/03/2014 15:41 e finalizou a venda com resultado de R$ -0.17 ou -2.17 % http://t.co/kgt1YiTbF7;Neutro
585;@Live_Trade Petr4 variando de forma aleatória… nem analise fundamentalista nem técnica resolve, tudo na base do boato de pesquisas…;Positivo
586;RT @bobdevonne: sendo violado pela a melissa;Negativo
587;$GOLL4 - GOL e TAP assinam acordo para compartilhamento de voos http://t.co/F87EcEzEWK;Neutro
588;VALE5 tá muito barata. Mas eu não aumento posição perdedora. Vamos administrandoas opções. Encerrei VALED31 c/lucro de $0,52 cada. Not bad..;Positivo
589;Minhas posições: #alll3 stop 8,41. #hype3 stop 17,69. #mglu3 stop 8,23. #bbas3 23,71. #petr4 não sei oq fazer hehe. Bons negócios a todos.;Neutro
590;#PETR3 #PETR4 - Petrobras prepara megacaptação de bônus, demanda supera US$12 bi - http://t.co/Bq8mzQiM9d;Positivo
593;#LLXL3 - 4ºT/2013 - R$-11.9mi;Neutro
594;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,80 (-0,79%) com volume de R$ 19,26 mm.
$LIGT3";Neutro
596;de novo, novamente, outra vez, estão atribuindo a alta da #PETR4 a uma melhora da oposição na pesquisa IBOPE ... é o 3º dia que falam isso;Negativo
597;Usim5 de olho na cp;Neutro
598;CS recomendando PETR4 x PETR3;Positivo
604;#USIM5 (mensagem: 951417)  http://t.co/qJauDAJSRq;Neutro
605;O negócio é investir em PUTs de boas empresas!! #VALE5 #PETR4;Positivo
609;$RSID3 - Rossi Resid (rsid-nm) - Indicacao De Candidato A Membro Do Conselho De Admin. http://t.co/XAZrrT0xHk;Neutro
613;#vale5 região 28,52 monitoro;Neutro
615;RT @imcharliedrew: a melissa cruz vai ficar fudida quando souber!!!;Positivo
616;RT @garimpodeacoes: Ações PCAR4 ainda em leilão de abertura indicam queda de mais de 4%... Vamos garimpar...;Positivo
617;$DTEX3 - Duratex (dtex-nm) - Material De Apresentacao http://t.co/s2nLLcIM3y;Positivo
619;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 19,50 (-1,61%) com volume de R$ 11,67 mm.
$LIGT3";Negativo
620;série D da #PETR4 bombando;Positivo
626;Que asco de #nieve.;Negativo
627;Rastreamento ações-Gráfico diário-16h. Analise se romper: ABEV3 16,94 BRFS3 44,36 BRML3 18,34 BRPR3 17,61 ECOR3 13,26  ITUB4 31,72;Neutro
630;RT @felipefdeaguiar: #FicaDica para quem é novo e quer investir, compre ações da Petrobras #PETR4 esse valor esta muito atrativo para entra…;Neutro
633;#PETR4 #PETR3 #NYSE RT @bastidoresmt: Unica contesta Graça Foster e Petrobras sobre falta de investimentos http://t.co/KJbvuf24Iw;Neutro
637;Análise - 31.03.14 - IBOV, PETR4, VALE5, SANB11, RAPT4, BBRK3, GGBR4, CRUZ3, WEGE3 e SUZB5. Assista! http://t.co/nEZPaVYwon;Neutro
642;$AEDU3 - Anhanguera (aedu-nm) - Cancelamento Da Ago Prevista Para 22/04/2014 http://t.co/VW4m4J4Xje;Neutro
646;$LLXL3 - Llx Log (llxl-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/HVEUhrYmub;Neutro
649;@Angela_dias24 @mel_cruz3 @i_am_a_lord pergunta antes como não sabemos ,);Positivo
652;Realização parcial em mrve3 no semanal http://t.co/yfvLaKRI2W;Positivo
653;A última indicação da #KROT3 resultou em 0.23 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
654;@emirsader Não vai comemorar os. 6% de alta da PETR4?;Positivo
656;$ALLL3 - All Amer Lat (alll-nm) - Fato Relevante - Previa De Resultados 1t14 http://t.co/6jqyX7S8Jw;Neutro
658;RT @joanarauhl: compruh? $$$: sejam sincerux amoris *.* http://t.co/I66G7PKiIG;Neutro
659;#BOVESPA #USIM5 S&amp,P eleva perspectiva de nota da Usiminas para estável:  http://t.co/JdfGy10phl #BR;Positivo
660;#pdgr3 1,46 bom suporte...de olho....;Positivo
661;BELISCADA (compra) - PETR4 http://t.co/BJGz6cISsI via @OInvestmania;Neutro
665;RT @daltonvieira: Prepare-se para o próximo pregão! IBOV, PETR4, VALE5, SMLE3, USIM5, TCSA3, LAME4, MRVE3, HYPE3 e MGLU3. Assista! http://t…;Neutro
666;#alll3 encerrando 50% restante BE;Neutro
667;última atualização de visitantes do meu perfil http://t.co/uivLxxo16M;Neutro
671;RT @dividendo_br: PCAR P.ACUCAR-CBD ON * div||aprov 16/4/2014||dataex 17/4/2014||pagto n/d||PCAR3 R$0,5353953451||PCAR4 R$0,5889348796 http…;Neutro
675;CMIG4 – Gráfico – 27-03-2014 http://t.co/9LQg2HCy97;Neutro
676;Prepare-se para o pregão de hoje! Análise: IBOV, PETR4, VALE5, TIMP3, CTIP3, CYRE3, BEEF3 e ABCB4. Assista! http://t.co/lIE0X75WNg;Neutro
681;@empiricus_ind sou assinante do M5M, estou num LS de BBAS x BBDC4, alguma dica pra se proteger um pouco essa semana ?;Neutro
683;Em 31 de março de 2014, o valor de mercado do Bradesco era de R$ 135,938 bilhões. #BBDC4;Neutro
685;$RENT3 - Localiza (rent-nm) - Proposta De Dividendos Para Ago / Distribuicao De Juros Cp http://t.co/bLjTH8bSid;Neutro
687;As ações preferidas dos analistas para comprar nesta semana: Os papéis da Ambev, da Cielo e ... http://t.co/92dFDPjhiG #infomoney #vale5;Positivo
690;JBSS3 vender a R$ 7.39 indicado em 05/03/2014 14:56 e finalizou a compra com resultado de R$ -0.30 ou -3.90 % http://t.co/kgt1YiTbF7;Neutro
692;alguém recomenda a compra de ações da gerdau ?  #gerdau #ggbr4;Negativo
695;#llxl3 Tô de olho;Positivo
699;$PETR3 - Petrobras (petr) - Producao De Petroleo E Gas Natural Em Fevereiro http://t.co/GZjy04UwUv;Positivo
701;$PETR4 RT @epocanegocios: Petrobras anuncia descoberta de óleo na Bacia de Santos http://t.co/rrYpEbwarH;Positivo
702;Rastreamento ações-Gráfico diário-12h. Analise se romper:ARTR3 18,74 BOVA11 52,71 BRAP4 20,12 BRPR3 18,21 BRSR6 12,82 CRUZ3 22,21 ELET3 7,28;Neutro
704;@Live_Trade deu sinal de compra aqui no baralhada #usim5;Positivo
705;RT @aguusmenao: Adormir;Neutro
708;RT @AlesandroAlves: A oposição protocolou mais um pedido de criação de CPI para investigar a Petrobras PETR4.SA, desta vez composta por sen…;Positivo
710;RT @WallFigueiredo: Rastreamento ações-Gráfico diário-12h. Analise se romper:  ALLL3 7,09 BBDC4 27,58 IFNC 3997,04 LREN3 58,72  PCAR4 98,92…;Neutro
715;Região 24,60 a 24,65 RT @Live_Trade: Fibr3 observo p/ compra;Positivo
720;nova resistência pela frente da #PETR4 ... os R$12,95~13,00 ... Vamos ver se fura ! =);Neutro
722;RT @jorgeluis_sal: VALE5 EM 04/04, tempo gráfico de 60 minutos. http://t.co/vPgt0CB6Qy;Neutro
723;A última indicação da #OIBR4 resultou em 3.20 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
724;@ClaudioRAE PETR4 valorizou?;Neutro
728;@realsardenberg A Petrobrás #PETR4 tem salvação??? #SardenbergResponde esta eu quero ver vc responder!!!;Negativo
730;O Bradesco anunciou lucro líquido de R$ 3,443 bilhões no primeiro trimestre de 2014, alta de 18% ante o mesmo período do ano passado. #BBDC4;Positivo
734;RT @Peedrosuperman: BORA BENFICA TAMOS CONTIGO !;Positivo
737;Rastreamento ações-Gráfico diário-14h. Analise se romper: MILS3 29,30 ODPV3 9,32 RADL3 18,61 RENT3 34,95 WEGE3 34,54;Neutro
739;#oibr3 #oibr4 sobe ou não sobe? Hoje tem novidade!;Neutro
742;@Live_Trade marcos, consegue ver pra mim pf obj pra csna3?;Neutro
744;"A Light S.A. arquivou a ata da Reunião do Conselho de Administração realizada hoje. 
Confira: http://t.co/F8LbSlsFfV
$LIGT3";Neutro
745;vocês já perceberam como as puts de #PETR4 vêm ganhando força ? =);Positivo
747;Tomei um susto em #petr4 mas vou continuar comprado;Neutro
749;Petrobrás afunda -2,25% operando abaixo de R$ 13,00. Ações preferenciais da estatal (PETR4) registraram mínima de R$ 12,91. (12:22hs);Negativo
753;Qum está empurrando winj14?  Vale e petr4 que não são neste momento;Neutro
755;OIBR4 vai explodir no leilão.;Positivo
756;HSBC elege a melhor ação do varejo na America Latina: O Pão de Açúcar (PCAR4) é o único representante do setor... http://t.co/IOrY8Efn1Q;Positivo
758;$CIEL3 - Cielo (ciel-nm) - Memorando De Entendimentos Para Participar Da Stelo http://t.co/1XTdyCc6tK;Positivo
762;"A Light S.A. arquivou hoje um Comunicado ao Mercado.
Confira: http://t.co/ufz7iCBV92
$LIGT3";Neutro
763;Rastreamento ações-Gráfico diário-12h. Analise se romper:  HGTX3 27,38 NATU3 37,01 PSSA3 33,65;Neutro
765;Ações ex-dividendos hoje: ITUB3, ITUB4 e SULA11. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2;Neutro
766;#USIM5 está se segurando bem, zona muito boa de suporte. Se furar 9,07 o movimento pode começar a ganhar força.;Positivo
768;"INTRADAY PETR4: Suportes 12,38 e 12,68 e resistências 13,16 e 13,34
INTRADAY VALE5: Suportes 25,68 e 26,11 e resistências 26,80 e 27,06";Neutro
772;Ativo c/ vol Financeiro Superior à sua MM21-16h:  TECN3 VAGR3 VIVT4 WEGE3;Neutro
773;Chegando!!!! RT @Live_Trade: #vale5 observo para compra caso segure região 25,62;Positivo
775;Os 3 pontos que decepcionaram no resultado da Vale do 1º trimestre: Ações da companhia regis... http://t.co/33khKpefnT #infomoney #vale5;Negativo
776;Rastreamento ações-Gráfico diário-14h. Analise se romper:AEDU3 14,90 BBDC3 35,61 BBDC4 34,28 BISA3 1,45 BOVA11 51,00 BRSR6 12,81 BVMF3 11,71;Positivo
777;Rastreamento ações-Gráfico diário-14h. Analise se romper:  BRFS3 43,8895 KROT3 43,7491 .;Neutro
778;RT @PBOLSA: #BOVESPA #JBSS3 #FRIBOI Lucro da JBS mais que dobra, mas fica abaixo do esperado: http://t.co/CBGIHV2kEj #MEAT;Neutro
779;Rastreamento ações-Gráfico diário-15h. Analise se romper: GETI4 17,48 JBSS3 8,04 NATU3 41,03 SBSP3 22,16 QUAL3 23,25;Neutro
782;MRVE3 comprar a R$ 7.14 indicado em 19/03/2014 10:34 e finalizou a venda com resultado de R$ -0.12 ou -1.68 % http://t.co/kgt1YiTbF7;Negativo
783;Long&amp,Short de PETR4 x PETR3 no lucro forte! Operação sem usar $$$$;Positivo
789;Pior que isso, o PT.....RT @Walterysrael: @Live_Trade Por acaso a #Petr4 contratou O Eike?;Negativo
794;Rastreamento ações-Gráfico SEMANAL-14h. BTOW3 29,04 EMBR3 20,40 GUAR3 104,25 IGTA3 22,96 SMLE3 41,59 TIMP3 12,49;Neutro
795;RT @CuzWereBlack: #PRAYFORTERRIO http://t.co/jSsmPWpDoT;Negativo
796;@Live_Trade claro! Logo mais csna3 inspira venda ai???;Neutro
801;RT @clubedopairico: caraca ... o negócio começou tenso na #PETR4 ! O jogo tá pesado !! o.O;Negativo
802;Estratégia de Análise Técnica para o pregão de hoje! #analisetecnica #CIEL3  http://t.co/TgcPz0VU27;Neutro
806;Gatilho em bvmf3 CANCELADO! http://t.co/RRcYflsVzG;Neutro
807;Ativo c/ vol Financeiro Superior à 1,5 X sua MM21-16h: ARZZ3 BBDC3 BRIN3 BTOW3 COCE5 CSAN3 CSNA3 LLIS3 PCAR4;Neutro
808;#OIBR4 (mensagem: 953929)  http://t.co/j11MTBNyh7;Neutro
809;Maiores Baixas: OIBR4 -0,31% | DASA3 -0,07%.;Neutro
810;"RT @Smarttrade10: Destaques de BTC
VAGR3, BRKM5 e BBAS3
PETR4 segue bastante alugada
@ferrisss @dfittarelli @HudsonPF";Neutro
811;Vale5 virou uma ValeChina… O que acontece na China a Vale sofre… Como se dados da China fossem confiaveis…;Negativo
824;CPI exclusiva da Petrobras Petr4 - Rosa Weber demorou mas seguiu a Constituicao. Chama a Graça de novo!;Neutro
828;Petr4 aos 12.93 com topo  em 15,10.  Sugerindo fundo na região 12,90-12,86 mas falta confirmação.;Neutro
830;@coroneldoblog @humbertocostapt É justamente o contrário: é alguém ligado ao PT que está ganhando com a alta esquisita e repentina da Petr4!;Negativo
831;#petr4  comprado;Neutro
834;$ELET3 - Eletrobras (elet-n1) - Fato Relevante - Plano Diretor Da Eletrobras 2014 - 2018 http://t.co/aU1yp7jqyU;Neutro
838;#OIL #BR #PETR4 Petrobras tem sido tímida em relação à China, diz representante da estatal. http://t.co/V0jkZVtNW0 #CRUDE;Neutro
847;BVMF3_Segue o trade. http://t.co/RLvRj0RQNl;Neutro
848;"IBOPE + CPI = ELET3 +8%  / PETR4 + 6%

Pense na alegria dos comprados se a Dilma perde as eleições! :) http://t.co/FjiRXgDmJf";Negativo
855;RT @bobdevonne: @imcharliedrew mas tu és famosa pelos os serviçinhos que prestas aos homens;Negativo
856;Em seu quinto pregão de alta #CESP6 acumula +19,6% , #RSIDe3 +16,3% confira outros destaques no site http://t.co/kkjiFb8ivp;Positivo
863;"ALERTA ELLIOTTBRASIL
=&gt, VALE5: Oportunidade de compra que está prestes a acontecer.... http://t.co/uVjidknruB";Positivo
865;"Algoritmo performando 12% acima do IBOV desde o início....

Venda de TIMP3 acionada nos 11,32, BRML3 e ESTC3... http://t.co/6H6bijRv2n";Neutro
872;$HGTX3 - Cia Hering (hgtx-nm) - Age - 2a Convocacao - 07/05/2014 - 15h / Aumento Do Cap. http://t.co/dyHY6t7JGO;Neutro
879;Rastreamento ações-Gráfico diário-12h. Analise se romper: INDX 11550,84 LIGT3 19,25 TBLE3 36,43 VIVT4 47,55;Neutro
880;Video - Análise Diária com Predador: Esgotamento de Taxa da série D ( Vale5 e Petr4)  - http://t.co/a8XnFGrywg;Neutro
882;@clubedopairico Dilma atrás e com possibilidade de perda de mandato. dólar para cima, bolsa para cima, petr4 a 22,00;Negativo
883;RTRS - MANTEGA: NÃO SE DEVE ANUNCIAR AUMENTO DA GASOLINA, 'SE DEVE FAZER' #PETR4;Neutro
886;Bom, blz, stops ligados nas posições compradas (ITUB4, BBDC4 e BVMF3). Lucro na mão. Para o alto e avante, meninas! Papai vai trabalhar!;Positivo
887;É uma pena ver como o PT com sua gestão nefasta destrói empresas tão boas como a #PETR4 e #VALE5 . Coitado dos acionistas .;Negativo
888;"Para o Estudo de Domingo de hoje (22h00) foco nos ativos abaixo:
- ABEV3, ALSC3, BRML3, FIBR3, IMCH3, BRKM5,... http://t.co/k9RJ9si6t1";Positivo
889;Rastreamento ações-Gráfico diário-11h. Analise se romper:  ABEV3 16,94 BRFS3 44,36 ECOR3 13,05 ITUB4 31,72;Neutro
890;Análise semanal - IBOV, PETR4, VALE5, TIMP3, LPSB3, MULT3, GRND3, LIGT3 e ABCB4. Assista! http://t.co/SUW34F233Z;Neutro
891;Ativa indica 5 papéis para comprar ainda esta semana: Saíram as ações da Vale (VALE5), ... http://t.co/LA69RzFm6v http://t.co/Zcsm6jYXyW;Neutro
893;RT @topBovespa: Novo data center da BM&amp,FBovespa (#BVMF3) custou R$ 200 milhões e tem sala de guerra. http://t.co/BDW1VFzQy7;Neutro
894;$CTIP3 - Cetip (ctip-nm) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/ZMKlJ6mTZR;Neutro
895;$MRVE3 - Mrv (mrve-nm) - Fato Relevante - Alteracao Na Administracao Da Companhia http://t.co/PdxXl414Wg;Neutro
896;Reunião com a Eletrobras na Apimec Rio no dia 01 de Abril. Coincidentemente, no dia da mentira. Bela escolha, combina com a empresa. #ELET6;Negativo
897;Ontem o minério de ferro subiu 4%, alcançando os US$116,80. Expectativa é de que sejam anunciados estímulos na economia chinesa. #VALE5;Positivo
901;"Boa noite pessoal. As 22h00 começa o Estudo de Domingo!!!
Para hoje darei foco nos ativos abaixo:
- CIEL3, ESTC3,... http://t.co/MOndJLCImd";Positivo
904;Rastreamento ações-Gráfico diário-16h. Analise se romper: BBDC3 30,37 BBDC4 28,36 BBTG11 27,32 BRCR11 125,09 BRSR6 12,02 CTIP3 26,37;Neutro
905;TEMPO REAL: Petrobras, BB e Eletrobras disparam 4%, Sabesp cai 5% com Alckmin: Acompanhe aqu... http://t.co/xjtHCi6DRK #infomoney #vale5;Neutro
909;#VALE5 Opções compre bastante, joga seu dinheiro em opções pra virar pó kkkkk;Negativo
914;Conheça as melhores pagadoras de dividendos para comprar em março: As ações da Telefônica Br... http://t.co/HUzJCJKZRA #infomoney #vale5;Positivo
916;A última indicação da #KROT3 resultou em -1.03 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
919;RT @owilliam: Dúvida do dia: O que aconteceria a um funcionário de qq empresa privada candidamente assumindo q deu um preju de mais de US$1…;Negativo
923;$BISA3 - Brookfield (bisa-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/GCMFmBL9sy;Neutro
925;Estratégia de Análise Técnica para o pregão de hoje CYRE3! #analisetecnica http://t.co/jzVyaaWW0V;Neutro
926;Rastreamento ações-Gráfico diário-15h. Analise se romper: ALSC3 17,79 BVMF3 10,43 CCRO3 16,70 ESTC3 22,31 ICON 2252,17 MULT3 46,57;Neutro
929;seu perfil foi visto por 5 pessoas nas últimas 6 horas http://t.co/uivLxxo16M;Neutro
930;RT @__Andrii__: Eu queria tanto que algumas coisas voltassem a ser como eram antes.;Negativo
933;RT @pfzutxkas: Fico feliz por eles se terem divertido bastante na viagem de finalistas.;Positivo
934;"Boas tardes !
@tentos #vale5 26,67";Positivo
935;Vc tem dúvida q o #IBOLESMA está a cara do PT? A #PETR4 é 13! a #VALE5 é 2 vezes 13, q é 26 e a #OGXP3 é 0,26 ou seja 13 dividido p/50!;Negativo
936;Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:-4,76% e ITUB3:-3,62%,na NYSE – ITUB:-5,49%,Índice Bovespa:-2,50%;Negativo
937;14/03/14 - 17:18: Maiores Altas: CSNA3 12,67% R$9,69, USIM5 5,59% R$9,06, ALLL3 4,57% R$7,10, BISA3 2,10% R$1,46, GGBR4 1,59% R$14,09.;Neutro
938;@DellaLiden professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?;Negativo
