text,texto_unido,sentFator
metade dos traders do brazil trocando figurinhas da copa. por isso que a petr4 nao sobe....,dois dos traders do brazil trocar figura da copar . por isso que o petr4 nao subir ....,Negativo
"fundo duplo alsc3 , ocoi dayc4, llis3,embr3","fundir duplo alsc3 , ocoi dayc4 , llis3 , embr3",Negativo
oibr4 vai abrir bombando!!! fiquem atentos!!!,oibr4 ir abrir bombando ! ! ! ficar atento ! ! !,Neutro
"petr3 vender por r$ 13,21 indicado em 19/02/2014 10:11 http://t.co/zjrs3eeyz9","petr3 vender por r $ 13,21 indicar em 19/02/2014 10:11 http : //t.co/zjrs3eeyz9",Neutro
"#itub4: o banco informou que foi aprovada em assembleia geral extraordinária a elevação do capital social, de r$... http://t.co/w8owpwty7x","# itub4 : o banco informar que ser aprovar em assembleia geral extraordinário o elevação do capital social , de r $ ... http : //t.co/w8owpwty7x",Positivo
"rastreamento ações-gráfico diário-16h. analise se romper: sbsp3 21,24 vlid3 34,99  tupy3 18,65","rastreamento ações-gráfico diário-16h . analisar se romper : sbsp3 21,24 vlid3 34,99 tupy3 18,65",Neutro
"#petr4 r$13,68 ! o.o (3 dias seguidos de arrancada já !)","# petr4 r $ 13,68 ! o.o ( 3 dia seguir de arrancar já ! )",Positivo
"rt @ativacorretora: análises técnicas para ibov, s&amp,p500, petr4, vale5, abev3, vivt4, cmig4, natu3, itub4, pdgr3 e ggbr4  http://t.co/5cppn3…","rt @ ativacorretora : análise técnico parir ibov , s & amp , p500 , petr4 , vale5 , abev3 , vivt4 , cmig4 , natu3 , itub4 , pdgr3 e ggbr4 http : //t.co/5cppn3…",Neutro
"rt @lambari_trader: petr4 a $`13,13! homenagem perfeita  da petrobrás à competência e honestidade com que o pt vem administrando a empresa …","rt @ lambari_trader : petr4 o $ ` 13,13 ! homenagem perfeito da petrobrás à competência e honestidade com que o pt vir administrar o empresar …",Negativo
"rt @soucalmo: @ary_antipt mesmo pq pegando os gatunos da petr4 e ms, o lula vem de brinde..","rt @ soucalmo : @ ary_antipt mesmo pq pegar o gatuno da petr4 e ms , o lula vir de brindar ..",Negativo
#ggbr4 confirmando venda?!,# ggbr4 confirmar vender ? !,Positivo
@live_trade olha mrfg3...o quê acha dessa figura?,@ live_trade olhar mrfg3 ... o quê achar dessar figurar ?,Neutro
$bbdc3 - bradesco (bbdc-n1) - demonstracoes financeiras de 31/12/2013 (individual) http://t.co/mh92phzdld,$ bbdc3 - bradesco ( bbdc-n1 ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/mh92phzdld,Neutro
"rastreamento ações-gráfico diário-12h. analise se romper:  bbdc3 30,37 ativo c/ vol financeiro superior à sua mm21-12h: alpa4 pfrm3","rastreamento ações-gráfico diário-12h . analisar se romper : bbdc3 30,37 ativo c/ vol financeiro superior à suar mm21-12h : alpa4 pfrm3",Neutro
"a light s.a. fechou o dia de ontem ao preço de r$ 18,91 (+2,77%) com volume de r$ 28,68 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 18,91 ( +2,77 % ) com volumar de r $ 28,68 m . $ ligt3",Positivo
venda em ggbr4 no semanal foi acionada!,vender em ggbr4 o semanal ser acionada !,Positivo
"#oil #br #petr4 conselho da petrobras aprova balanço de 2013, 1 voto contra:  http://t.co/m9sidgehtz","# oil # br # petr4 conselho da petrobras aprovar balançar de 2013 , 1 votar contra : http : //t.co/m9sidgehtz",Positivo
$natu3 - natura (natu-nm) - demonstracoes financeiras de 31/12/2013 (individual) http://t.co/ok18gecr8l,$ natu3 - natura ( natu-nm ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/ok18gecr8l,Neutro
oibr4 dispara com minoritários tentando barrar fusão com portugal telecom http://t.co/pyptszga8g,oibr4 disparar com minoritário tentar barrar fusão com portugal telecom http : //t.co/pyptszga8g,Neutro
"rastreamento ações-gráfico diário-14h. analise se romper: ecor3 13,87 grnd3 15,97 indx 11620,20 jbss3 8,04 ligt3 19,25 rent3 33,14","rastreamento ações-gráfico diário-14h . analisar se romper : ecor3 13,87 grnd3 15,97 indx 11620,20 jbss3 8,04 ligt3 19,25 rent3 33,14",Neutro
"intraday petr4: suportes 15,26 e 15,47 e resistências 15,97 e 16,26
intraday vale5: suportes 29,14 e 29,41 e resistências 29,96 e 30,24","intraday petr4 : suporte 15,26 e 15,47 e resistência 15,97 e 16,26 intraday vale5 : suporte 29,14 e 29,41 e resistência 29,96 e 30,24",Neutro
esse caso da refinaria de pasadena merece mais atenção. principalmente considerando q a sra. dilma estava a frente do conselho da #petr4.,esse casar da refinar de pasadena merecer mais atenção . principalmente considerar q o sra. dilma estar o frente do conselho da # petr4 .,Negativo
"#mrfg3 resistencia semanal em r$4,37 !","# mrfg3 resistencia semanal em r $ 4,37 !",Neutro
$elet3 - eletrobras (elet-n1) - material a disp. (indic. de candidatos a membros do ca) http://t.co/myim01vket,$ elet3 - eletrobras ( elet-n1 ) - material o disp . ( indic . de candidato o membro do ca ) http : //t.co/myim01vket,Neutro
"rt @r4investimentos: petrobras: polícia federal apreende documentos
na última sexta-feira, a petrobras (petr4) recebeu ordem judicial... ht…","rt @ r4investimentos : petrobras : polícia federal apreender documento o último sexta-feira , o petrobras ( petr4 ) receber ordem judicial ... ht…",Negativo
$bbas3 - banco do brasil (bbas-nm)- dfs consolidadas de 31/03/2014 http://t.co/voh5wuvamp,$ bbas3 - banco do brasil ( bbas-nm ) - dfs consolidar de 31/03/2014 http : //t.co/voh5wuvamp,Neutro
jbss3 comprar a r$ 7.57 indicado em 18/03/2014 15:23 e finalizou a venda com resultado de r$ -0.13 ou -1.72 % http://t.co/kgt1yitbf7,jbss3 comprar o r $ 7.57 indicar em 18/03/2014 15:23 e finalizar o vender com resultar de r $ -0.13 ou -1.72 % http : //t.co/kgt1yitbf7,Neutro
"ibovespa, c/dados ruins da china sofre maior pressão de bx, das ações da vale, q representam 11,78% do índice: vale3, -3,04% e vale5, -2,80%","ibovespa , c/dados ruim da chino sofrer maior pressão de bx , das ações da valer , q representar 11,78 % do índice : vale3 , -3,04 % e vale5 , -2,80 %",Negativo
"@ferrisss @desimoni123  como chama seu amigo que comprou petr4 a 12,50? mister m? aposto que ele vendeu na maxima hj a 17,07, mágico.","@ ferrisss @ desimoni123 comer chamar seu amigar que comprar petr4 o 12,50 ? mister m ? apostar que ele vender o maxima hj o 17,07 , mágico .",Positivo
"ibovespa sobe 0,91%, com ajuda de petro, vale e muitas outras líderes. poucas no vermelho, como por exemplo: abev3, ccro3, ciel3, btow3...","ibovespa subir 0,91 % , com ajudar de petro , valer e muito outro líder . pouco o vermelhar , comer por exemplo : abev3 , ccro3 , ciel3 , btow3 ...",Positivo
$petr3 - petrobras (petr) - material de apresentacao http://t.co/tg5vwsrtz1,$ petr3 - petrobras ( petr ) - material de apresentacao http : //t.co/tg5vwsrtz1,Neutro
"@ary_antipt mesmo pq pegando os gatunos da petr4 e ms, o lula vem de brinde..","@ ary_antipt mesmo pq pegar o gatuno da petr4 e ms , o lula vir de brindar ..",Negativo
"no gov pt #petrobras é pau p/ toda obra, desde dar cargos até fazer política antiinflacionária. só não é vista como uma empresa. #petr4","o gov pt # petrobras ser pau p/ todo obrar , desde dar cargo até fazer político antiinflacionária . só não ser visto comer umar empresar . # petr4",Negativo
#petr4 já deu entrada e deu 1% trade fechado!,# petr4 já dar entrar e dar 1 % trade fechar !,Positivo
"bbas3, gráfico diário. fechamento em r$ 22.51 com forte alta de 6.63%. http://t.co/m02zlq43a1","bbas3 , gráfico diário . fechamento em r $ 22.51 com forte alto de 6.63 % . http : //t.co/m02zlq43a1",Positivo
"rt @ricamconsult: há 6 anos, a #petr4 valia r$510 bilhões. hoje, vale r$165 bilhões e tem r$300 bilhões em dívidas. http://t.co/kz7ujakkyn","rt @ ricamconsult : haver 6 ano , o # petr4 valer r $ 510 bilião . hoje , valer r $ 165 bilião e ter r $ 300 bilião em dívida . http : //t.co/kz7ujakkyn",Negativo
curso de aplicação na bolsa de valores probabilidades da petr4 vale5 dji e eurusd 16 03 14: http://t.co/6fjwsfd7d3 via @youtube,cursar de aplicação o bolsar de valorar probabilidade da petr4 vale5 dji e eurusd 16 03 14 : http : //t.co/6fjwsfd7d3 ver @ youtube,Neutro
no diário #vale5 deixou a tendência de baixa para trás mas permanece tendo problema com a #mediarock - leia mais em http://t.co/emq6n9tojc,o diário # vale5 deixar o tendência de baixo parir trás mas permanecer ter problema com o # mediarock - ler mais em http : //t.co/emq6n9tojc,Neutro
"vale5 nao passa de 29,90","vale5 nao passar de 29,90",Neutro
"@live_trade olá marcos, como vc vê #vale5?","@ live_trade olá marco , comer vc ver # vale5 ?",Positivo
a última indicação da #mrve3 resultou em 0.38 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # mrve3 resultar em 0.38 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
a última indicação da #elpl4 resultou em 11.43 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # elpl4 resultar em 11.43 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
"kkkk coro de p**a  rt @garimpodeacoes: quem puxa para valer o ibovespa para cima é a petrobrás. 
petr3, +2,09% e petr4, +2,28%","kkkk corar de p * * o rt @ garimpodeacoes : quem puxar parir valer o ibovespa parir cima ser o petrobrás . petr3 , +2,09 % e petr4 , +2,28 %",Positivo
"rt @chrinvestor: ontem o minério de ferro subiu 4%, alcançando os us$116,80. expectativa é de que sejam anunciados estímulos na economia ch…","rt @ chrinvestor : ontem o minério de ferrar subir 4 % , alcançar o us $ 116,80 . expectativa ser de que ser anunciar estímulo o economia ch…",Positivo
$ggbr4 - gerdau (ggbr4) pretende fazer troca de títulos de dívida http://t.co/jwdaig9zvi,$ ggbr4 - gerdau ( ggbr4 ) pretender fazer trocar de título de dívida http : //t.co/jwdaig9zvi,Positivo
primeiro teste da resistência e ela foi forte e segurou. vai de novo ? #petr4,primeiro testar da resistência e ele ser forte e segurar . ir de novo ? # petr4,Positivo
"3 ações dividem posto de mais recomendadas desta semana, veja quais: os papéis da ambev (abev3), gerdau (ggbr4) e... http://t.co/xjh9jnep91","3 ações dividir postar de mais recomendar desta semana , ver qual : o papel da ambev ( abev3 ) , gerdau ( ggbr4 ) e ... http : //t.co/xjh9jnep91",Positivo
#petr4 e sua famosa ltb! http://t.co/c6vf1wdgf2,# petr4 e suar famoso ltb ! http : //t.co/c6vf1wdgf2,Negativo
a última indicação da #pdgr3 resultou em 11.36 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # pdgr3 resultar em 11.36 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Neutro
vale pegando gripe da china… uma borboletinha bate asas na china e vira um furacao no porto da vale5…,valer pegar gripar da china… umar borboletinha bater asar o chino e virar um furacao o portar da vale5…,Negativo
#elet3 suportes e resistências http://t.co/judmdbysva,# elet3 suporte e resistência http : //t.co/judmdbysva,Neutro
"vem q vem q vem com tudo rt @brazilfinance: petr4 +6,5% -&gt, vem cpi sua linda","vir q vir q vir com tudo rt @ brazilfinance : petr4 +6,5 % - & gt , vir cpi suar lindo",Positivo
rt @brunzselfie: eu finjo estar bem como as pessoa fingem se importar comigo,rt @ brunzselfie : eu fingir estar bem comer o pessoa fingir se importar comigo,Negativo
@chrinvestor @traderbolsa @picapautrader valor de mercado do #facebook #fb é maior do que da #petrobrás petr4 http://t.co/fvrm2s4hzc,@ chrinvestor @ traderbolsa @ picapautrader valor de mercar do # facebook # fb ser maior do que da # petrobrás petr4 http : //t.co/fvrm2s4hzc,Neutro
$aedu3 - anhanguera (aedu-nm)  - material de apresentacao http://t.co/xs4zxx1tsh,$ aedu3 - anhanguera ( aedu-nm ) - material de apresentacao http : //t.co/xs4zxx1tsh,Neutro
foi bom ter dado uma 'bicada' em vale5 ontem. tá barata demais pra ser ignorada.,ser bom ter dar umar 'bicada ' em vale5 ontem . tá barato demais pra ser ignorar .,Positivo
a última indicação da #mrve3 resultou em 1.51 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # mrve3 resultar em 1.51 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Positivo
"#embr3 - áfrica e oriente médio vão encomendar 530 jatos até 2034, diz embraer - http://t.co/ic95fngo6k","# embr3 - áfrico e orientar médio ir encomendar 530 jatos até 2034 , dizer embraer - http : //t.co/ic95fngo6k",Positivo
@rosadesaron boa noite pessoal! gostaria de saber quando vocês vem para a região do cariri cearense! muito obrigado e saudações rosarianas!,@ rosadesaron bom noite pessoal ! gostar de saber quando você vir parir o região do cariri cearense ! muito obrigar e saudação rosarianas !,Positivo
"@ferrisss agora vc não pode negar e viu eu postar petr4 a 12,50, mmxm3 a 3,34, artr3 ecor3 e tantas outras entradas e objetivos","@ ferrisss agora vc não poder negar e ver eu postar petr4 o 12,50 , mmxm3 o 3,34 , artr3 ecor3 e tanto outro entrar e objetivos",Negativo
"quanto mais a graça foster fala.. menor fica o valor da nossa petrobras.  petr4 &gt, http://t.co/wxnn4aoakt // petr3 &gt, http://t.co/4n6c0sqndf","quantum mais o graça foster falir .. menor ficar o valor da nosso petrobras . petr4 & gt , http : //t.co/wxnn4aoakt // petr3 & gt , http : //t.co/4n6c0sqndf",Negativo
"aproveitem pra comprar petr4 enquanto está na baixa!
vai subir logo, logo! o que eu pude comprar, eu comprei!... http://t.co/u5fehbsaek","aproveitar pra comprar petr4 enquanto estar o baixo ! ir subir logo , logo ! o que eu poder comprar , eu comprar ! ... http : //t.co/u5fehbsaek",Positivo
$elet3 - eletrobras (elet-n1) - criacao da diretoria de regulacao http://t.co/h9uc5prf4f,$ elet3 - eletrobras ( elet-n1 ) - criacao da diretoria de regulacao http : //t.co/h9uc5prf4f,Positivo
"acabei de analisar bvmf3, itub4, pdgr3, petr4, usim5 e vale5 no invista em ações. confira na seção de análises http://t.co/lnfxooww7g","acabar de analisar bvmf3 , itub4 , pdgr3 , petr4 , usim5 e vale5 o investir em ações . conferir o seção de análise http : //t.co/lnfxooww7g",Neutro
@ferrisss ...vc não acha interessante o fato de que o itau está comprando toda petr4 que o ml está vendendo.. ?,@ ferrisss ... vc não achar interessante o fato de que o itau estar comprar todo petr4 que o ml estar vender .. ?,Neutro
"a light s.a. fechou a sexta-feira, dia 04/04, ao preço de r$ 18,83 (+0,16%) com volume de r$ 20,51 mm.
$ligt3","o light s.a. fechar o sexta-feira , dia 04/04 , ao preço de r $ 18,83 ( +0,16 % ) com volumar de r $ 20,51 m . $ ligt3",Neutro
uma das corretoras q mais compraram a ação petr4 da petrobras:'dados recebidos em: 28/03/2014 17:03: goldman sachs'- http://t.co/ok8bmpsrzw,umar das corretora q mais comprar o ação petr4 da petrobras : 'dados recebido em : 28/03/2014 17:03 : goldman sachs'- http : //t.co/ok8bmpsrzw,Neutro
empresas de pagamento e tranf. de recursos terão grandes desafios nos próximos anos... @chrinvestor abre o olho #ciel3,empresar de pagamento e tranf . de recurso ter grande desafio o próximo ano ... @ chrinvestor abrir o olhar # ciel3,Neutro
"na #usim5 ontem fizemos sub onda 5 e onda 3 de fundo essa onda 3 ainda pode buscar 7,11 acima de 8,47 alvos 9,47 9,93 http://t.co/vcgz5hxvts","o # usim5 ontem fazer sub onda 5 e onda 3 de fundir esse onda 3 ainda poder buscar 7,11 acima de 8,47 alvo 9,47 9,93 http : //t.co/vcgz5hxvts",Neutro
#petr4 king kong segurou...hummmm observo p/ entrada,# petr4 king kong segurar ... hummmm observar p/ entrar,Neutro
rt @bobdevonne: como é bom ser v1d4 l0k4 @lunaashipper http://t.co/pu4phrbheg,rt @ bobdevonne : comer ser bom ser v1d4 l0k4 @ lunaashipper http : //t.co/pu4phrbheg,Positivo
"@resantosformiga cvm decidiu dar poder aos controladores na age q examinará o valor dos ativos da portugal tel. oibr -9,75% e timp3 +4,89%","@ resantosformiga cvm decidir dar poder aos controlador o agir q examinar o valor dos ativos da portugal tel. oibr -9,75 % e timp3 +4,89 %",Neutro
"petrobrás pn (petr4), gráfico diário. ativo reage ... http://t.co/zdgdcritma","petrobrás pn ( petr4 ) , gráfico diário . ativo reagir ... http : //t.co/zdgdcritma",Neutro
$hgtx3 - cia hering (hgtx-nm) - alteracao do calendario de eventos corporativos http://t.co/za6c2ivjox,$ hgtx3 - ciar hering ( hgtx-nm ) - alteracao do calendario de evento corporativo http : //t.co/za6c2ivjox,Neutro
"10/04 o ibovespa fechou em queda de -0,11%, aos 51.127pts. destaques: oibr4 -6,67%, aedu3 -5,90% e rsid3 -5,23%. http://t.co/j9yuof2ipy","10/04 o ibovespa fechar em quedo de -0,11 % , aos 51.127pts . destaque : oibr4 -6,67 % , aedu3 -5,90 % e rsid3 -5,23 % . http : //t.co/j9yuof2ipy",Neutro
"rt @daltonvieira: ações ex-dividendos hoje: artr3, autm3, leve3, hgtx3, rdni3, vivt3 e vivt4. cotações históricas ajustadas. saiba mais htt…","rt @ daltonvieira : ações ex-dividendos hoje : artr3 , autm3 , leve3 , hgtx3 , rdni3 , vivt3 e vivt4 . cotação histórico ajustar . saber mais htt…",Neutro
"maiores altas: llxl3 +7,79% | oibr4 +6,14% | jbss3 +6,11% | rsid3 +5,67% | elet3 +4,83%.","maior alto : llxl3 +7,79 % | oibr4 +6,14 % | jbss3 +6,11 % | rsid3 +5,67 % | elet3 +4,83 % .",Neutro
"intraday petr4: suportes 13,00 e 13,14 e resistências 13,58 e 13,88
intraday vale5: suportes 27,44 e 27,77 e resistências 28,67 e 29,24","intraday petr4 : suporte 13,00 e 13,14 e resistência 13,58 e 13,88 intraday vale5 : suporte 27,44 e 27,77 e resistência 28,67 e 29,24",Neutro
"em tempo real: gol dispara mais de 5%, usiminas sobe após mais um banco indicar compra: acom... http://t.co/yicdfnyoqk #infomoney #vale5","em tempo real : gol disparar mais de 5 % , usiminas subir após mais um banco indicar comprar : acom ... http : //t.co/yicdfnyoqk # infomoney # vale5",Neutro
